Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-09-11 00:00:00-04:00,70.04718863958257,70.0768558723659,68.54398345458199,69.25602722167969,9310400,0.0,0.0
2023-09-12 00:00:00-04:00,69.18681337357131,70.89769703506613,69.01869399474647,69.53294372558594,11062100,0.0,0.0
2023-09-13 00:00:00-04:00,70.2647649706856,71.0658105109646,69.58238837262563,70.06697082519531,14525500,0.0,0.0
2023-09-14 00:00:00-04:00,70.87792078127556,71.43173694376202,70.49223155913985,70.99659729003906,11170300,0.0,0.0
2023-09-15 00:00:00-04:00,70.50211709733664,70.83835585899739,68.87035108114401,69.10769653320312,16416100,0.0,0.0
2023-09-18 00:00:00-04:00,69.86917653122127,70.26475723356782,69.1373571361785,69.72083282470703,12735700,0.0,0.0
2023-09-19 00:00:00-04:00,69.83950325468635,70.27463519904222,69.19668561214006,69.92850494384766,10399000,0.0,0.0
2023-09-20 00:00:00-04:00,70.1658652575395,71.51083528827412,68.88023724394704,68.90990447998047,15522100,0.0,0.0
2023-09-21 00:00:00-04:00,68.23742338161051,68.52421925485535,67.08035583943615,67.14958190917969,14978600,0.0,0.0
2023-09-22 00:00:00-04:00,67.83195563309737,68.97913920422354,67.04080157428821,68.1187515258789,15487200,0.0,0.0
2023-09-25 00:00:00-04:00,67.53526378910645,68.42531855035935,66.8627788078348,67.82205963134766,14900000,0.0,0.0
2023-09-26 00:00:00-04:00,67.21879229184802,68.2868578715551,66.84298724802112,67.18912506103516,12752500,0.0,0.0
2023-09-27 00:00:00-04:00,67.3671521558342,68.08908009575491,66.01229044471172,67.4561538696289,20852300,0.0,0.0
2023-09-28 00:00:00-04:00,65.24090246926832,66.34851942931705,63.12455429766131,64.47940826416016,46749800,0.0,0.0
2023-09-29 00:00:00-04:00,65.62658826908519,67.97039768765048,65.62658826908519,67.27812957763672,24315500,0.0,0.0
2023-10-02 00:00:00-04:00,67.48581232581756,68.51431919570449,66.31885333354919,67.20890808105469,14880500,0.0,0.0
2023-10-03 00:00:00-04:00,66.42763584727862,68.88023022550175,66.36830138125754,67.0803451538086,12481500,0.0,0.0
2023-10-04 00:00:00-04:00,67.55503297360002,67.74293550109249,66.37819002766214,67.35724639892578,12912800,0.0,0.0
2023-10-05 00:00:00-04:00,67.85173326278306,68.77145534527453,67.58471303669567,68.28687286376953,14045000,0.0,0.0
2023-10-06 00:00:00-04:00,68.06396842631676,69.66873945328689,67.36064495211835,69.30221557617188,15113400,0.115,0.0
2023-10-09 00:00:00-04:00,68.9555267269976,69.2923264161074,67.93521200595423,68.82675170898438,8588700,0.0,0.0
2023-10-10 00:00:00-04:00,68.83664254527227,69.45081593360973,68.24228534624412,68.42059326171875,9007600,0.0,0.0
2023-10-11 00:00:00-04:00,69.06449010335498,69.6093144398385,68.28191681797361,69.54988098144531,11165300,0.0,0.0
2023-10-12 00:00:00-04:00,69.72819755335028,70.05509673033951,68.64844928456364,69.0942153930664,11408700,0.0,0.0
2023-10-13 00:00:00-04:00,69.21307094117122,69.4012793837831,68.44039830946781,68.55927276611328,10287900,0.0,0.0
2023-10-16 00:00:00-04:00,68.36116229543394,69.37156881476447,67.49933941301813,68.43050384521484,11294100,0.0,0.0
2023-10-17 00:00:00-04:00,67.42999341837013,68.97532360171444,66.98422742168592,68.35124969482422,11843000,0.0,0.0
2023-10-18 00:00:00-04:00,67.37056394480776,68.89608558715052,67.34084721762933,68.48993682861328,11201000,0.0,0.0
2023-10-19 00:00:00-04:00,69.02485986857093,69.12391814401653,66.54836519412115,66.89507293701172,18111000,0.0,0.0
2023-10-20 00:00:00-04:00,66.92478945412073,67.87576249920943,66.50874016395603,66.5879898071289,11506100,0.0,0.0
2023-10-23 00:00:00-04:00,66.1917338575447,67.51913862222122,65.60728487890145,66.25116729736328,9762000,0.0,0.0
2023-10-24 00:00:00-04:00,66.65732759261824,67.70735885356679,66.49882831521994,67.42999267578125,8450700,0.0,0.0
2023-10-25 00:00:00-04:00,67.8460512875511,68.54937492314328,65.28040623198233,65.87476348876953,11924300,0.0,0.0
2023-10-26 00:00:00-04:00,65.82522488928788,66.80592221392303,63.27939246576397,63.92327880859375,16697900,0.0,0.0
2023-10-27 00:00:00-04:00,64.30962075020217,65.64692654707154,64.26999592303366,65.03276062011719,9980300,0.0,0.0
2023-10-30 00:00:00-04:00,65.73608874022901,66.91490286575461,64.55727461470339,65.44881439208984,10667700,0.0,0.0
2023-10-31 00:00:00-04:00,65.45871394882008,66.43940379716656,64.6464239371029,66.24128723144531,8268400,0.0,0.0
2023-11-01 00:00:00-04:00,66.37006102526088,69.00505513543426,66.37006102526088,68.74749755859375,16777500,0.0,0.0
2023-11-02 00:00:00-04:00,69.65884312311391,70.36216671608139,69.09420262973653,69.77771759033203,11926000,0.0,0.0
2023-11-03 00:00:00-04:00,70.62963414847101,72.50186359753289,70.48104295013896,71.89759826660156,14457900,0.0,0.0
2023-11-06 00:00:00-05:00,71.89759063215098,72.30373180295935,71.34285072112723,72.23439025878906,10073900,0.0,0.0
